కృష్ణాష్టమి	krishnashtami
గాథలు	gaadhalu
మరియు	mariyu
కల్పిత	kalpitha
కథలను	kadhalanu
కామిక్	comic
పుస్తక	pusthaka
రూపములో	rupamulo
చెప్పబడతాయి	cheppabadathaayi
</s>	</s>
దీనికి	dhiniki
సర్	sir
శొంఠి	sonti
వెంకట	venkata
రామమూర్తి	ramamurthy
గారు	gaaru
తొలిపలుకు	tholipaluku
అందించారు	andhinchaaru
</s>	</s>
లక్ష్మీపూర్	lakshmipur
భీమిని	bhimini
-	-
అదిలాబాదు	adilabadu
జిల్లాలోని	jillaloni
భీమిని	bhumini
మండలానికి	mandalaaniki
చెందిన	chendhina
గ్రామం	graamam
</s>	</s>
అలమండ	alamanda
గ్రామానికి	graamaniki
చెందిన	chendhina
ఫకీర్రాజు	phakeerraju
ఇంట్లో	intlo
ఉంటుంది	untundhi
</s>	</s>
ఉపకళాకణజాల	upakalaakanajaala
ఉపరితలానికి	uparithalaaniki
నష్టం	nashtam
వాటిల్లడం	vatilladam
</s>	</s>
ఈ	ee
మియామి	miyami
బీచ్	beach
కన్న	kanna
ప్రేమ	prema
సామ్రాజ్యము	saamraajyamu
</s>	</s>
కామము	kaamamu
క్రోధము	krodhamu
మనసున	manasuna
చేర	chera
నీయక	niyaka
ఇంద్రియ	indhriya
నిగ్రహం	nigraham
పాటిస్తూ	paatisthu
శోకమును	sokamunu
దరి	dhari
చేరనీయక	cheraniyaka
తాను	thaanu
సుఖుడై	sukhudai
ప్రజలను	prajalanu
సుఖపెడుతూ	sukhapeduthu
రాజ్యపాలన	raajyapaalana
చేసే	chese
వాడికి	vaadiki
సర్వం	sarvam
వాటంతట	vatanthata
అవి	avi
వచ్చిచేరతాయి	vachchicherathaayi
</s>	</s>
అంగన్వాడిలు	anghanvaadilu
విశ్వవ్యాప్తంగా	vishvavyaapthangaa
అన్ని	anni
అర్హత	arhatha
గల	gala
పిల్లలు	pillalu
మరియు	mariyu
వారి	vaari
తల్లులు	thallulu
అందుబాటులో	andhubaatulo
అన్న	anna
ప్రజా	prajaa
విధాన	vidhaana
చర్చలు	charchalu
ఉన్నాయి	unnayi
</s>	</s>
ధర్మరాజు	dharmaraju
వ్యాసుడితో	vyasuditho
"	"
మునివర్యా	munivaryaa
!	!
ఎంతో	yentho
మంది	mandhi
బంధువులను	bandhuvulanu
మిత్రులను	mithrulanu
వధించిన	vadhinchina
వాడను	vaadanu
ఆయన	aayana
ఎదుట	yedhuta
ఎలా	yelaa
నిలువగలను	niluvagalanu
?	?
విలువిద్యా	viluvidhyaa
విశారదుడైన	visaaradhudaina
భీష్ముడిని	bheeshmudini
కృత్రిమసమరంలో	kruthrimasamayamlo
కూల్చిన	kulchina
పాతకుడిని	paathakudini
తిరిగి	thirigi
ఆయన	aayana
ఎదుట	yedhuta
ఎలా	yelaa
నిలువగలను	niluvagalanu
ఆయన	aayana
మొహంచూసి	moham chusi
ధర్మసూక్ష్మములు	dharsukshmamulu
చెప్పమని	cheppamani
ఎలా	yelaa
అడగను	adaganu
"	"
అన్నాడు	annaadu
</s>	</s>
ఐదో	ayidho
తరగతి	tharagathi
దాకా	dhaakaa
అదే	adhe
ఊళ్ళో	vulloo
చదివాడు	chadhivadu
</s>	</s>
బూరెల	burela
మూకుడు	mukudu
పొయ్యి	poyyi
మీద	midha
పెట్టి	petti
కూరకు	kuraku
తగినంత	thaginantha
నూనె	nune
వేసి	vesi
మరిగాక	marigaaka
జీడిపప్పు	jidipappu
మినప	minapa
పప్పు	pappu
ఆవాలు	aavaalu
జీలకర్ర	jilakarra
వేసి	vesi
వేగాక	vegaaka
పచ్చి	pachchi
మిర్చి	mirchi
అల్లం	allam
కరివేపాకు	karuvepaaku
అవి	avi
వేగాక	vegaaka
వెల్లుల్లి	vellulli
వేసి	vesi
సువాసన	suvaasana
వచ్చేదాక	vachchedhaaka
వేగనిచ్చి	veganichchi
ఉల్లిముక్కలు	ullimukkalu
వెయ్యాలి	veyyaali
</s>	</s>
ఇంతవరకు	inthavaraku
సుమారు	sumaaru
ఒక	oka
60	60
మంది	mandhi
మహిళలు	mahilalu
గృహలక్ష్మి	gruhalakshmi
స్వర్ణకంకణముతో	svarnakankanamutho
సత్కారం	sathkaaram
పొందారు	pondhaaru
</s>	</s>
కథలు	kadhalu
ఎక్కువగా	yekkuvagaa
చాలా	chaalaa
సాదాగా	saadhaagaa
ఉండి	undi
కేవలం	kevalam
ఒక	oka
ప్రమాణసిద్దమైన	pramaanasidhdhamaina
మూలము	mulamu
పైనే	paine
ఆధారపడేవి	aadhaarapadevi
</s>	</s>
1970లో	1970 lo
భరతన్	bharath
అనే	ane
రచయత	rachayitha
రాసిన	raasina
నవల	navala
రతి	rathi
నిర్వేదం	nirvedham
ఆధారంగా	aadhaarangaa
ఇప్పటికే	ippatikee
1978లో	1978 lo
నిర్మించబడినది	nirminchabadinadhi
</s>	</s>
పిరుదుల	pirudhula
స్థానమునకు	sthaanamunaku
పైన	paina
లింగ	linga
స్థానమును	sthaanamunu
క్రిందుగా	krindhugaa
నున్నది	nunnadhi
</s>	</s>
వీటిని	vitini
మూసీ	musi
పబ్లికేషన్స్	publications
ద్వారానే	dvaaraane
ప్రచురించబోతున్నారు	prachurinchabothunnaaru
</s>	</s>
చాలా	chaalaa
మహత్తులు	mahaththulu
చూపించారు	chupinchaaru
</s>	</s>
2004-09	2004-09
కాలంలో	kaalamlo
12వ	12va
శాసనసభకు	sasanasabhaku
చీరాల	chirala
అసెంబ్లీ	assembly
నియోజకవర్గం	niyojakavargam
నుంచి	nunchi
ఎన్నికైననూ	yennikainanu
2009	2009
ఎన్నికల	yennikala
ముందు	mundhu
ప్రత్యక్ష	prathyaksha
ఎన్నికలలో	yennikalalo
పోటీచేయకుండా	poticheyakunda
శాసనమండలి	sasanamandali
సభ్యుడిగా	sabhyudiga
ఎన్నికైనారు	yennikainaru
</s>	</s>
మానవ	maanava
వనరులు	vanarulu
</s>	</s>
ఫోటోన్	photon
ఉపరితలం	uparithalam
నుండి	nundi
ప్రతిబింబించబడుతుంది	prathibimbinchabaduthundhi
</s>	</s>
చుక్కపల్లివారిపాలెం	chukkapalli vaari paalem
</s>	</s>
సారంగ	saaranga
వ్యాసం	vyaasam
</s>	</s>
ఆ	aa
తర్వాత	tharvaatha
అలీగఢ్	aligarh
ముస్లిం	muslim
యూనివర్సిటీలో	universitylo
చేరాడు	cheraadu
</s>	</s>
సంగీత్‌	sangeeth
విశ్వ	visva
డాట్‌కామ్‌లో	dotcomlo
ఆర్యా	arya
ప్రొఫైల్‌	profile
</s>	</s>
అక్కడి	akkadi
నుండి	nundi
3వ	3va
దశ	dasa
అయిన	ayina
సిరోసిస్‌కు	sirosisku
దారి	dari
తీస్తుంది	thisthundhi
అనుకోకూడదు	anukokudadhu
</s>	</s>
చాలా	chaalaa
ఉపయోగకరమైన	upayogakaramaina
నిర్మాణాలు	nirmaanaalu
క్లిష్టమైన	klishtamaina
మరియు	mariyu
ఉష్ణపరంగా	ushnaparangaa
సరైన	saraina
అమరిక	amarika
లేని	leni
అణువులను	anuvulanu
కోరతాయి	korathaayi
</s>	</s>
మూడు	mudu
నిర్జన	nirjana
గ్రామాలు	graamaalu
ఈ	ee
విభాగంలో	vibhaagamlo
తొలగించబడ్డాయి	tholaginchabaddaayi
</s>	</s>
పరిగి	parigi
</s>	</s>
ఖురాన్	quran
ఆదేశాల	aadhesaala
తరువాత	tharuvaatha
సున్నహ్	sunnah
మరియు	mariyu
హదీసులే	hadheesule
ముస్లింలకు	muslimlaku
ప్రామాణిక	praamaanika
ఆదేశాలు	aadhesaalu
</s>	</s>
అగాధ	agaadha
బాధా	baadhaa
పాథః	praadhah
పతంగాలూ	pathangaalu
</s>	</s>
లూయిసా	luisa
బ్రతికి	brathiki
ఉన్నప్పుడు	unnappudu
విశ్వాసం	visvaasam
కొరకు	koraku
జీన్	gene
తో	tho
కేవలం	kevalam
మానసిక	maanasika
ప్రేమ	prema
సంబంధం	sambandham
మాత్రమే	maathrame
పెట్టుకున్నాడు	pettukunnaadu
</s>	</s>
సాంస్కృతిక	samskruthika
చరిత్ర	charithra
చారిత్ర	chaarithra
రేఖా	rekha
శాస్త్రం	sasthram
చరిత్ర	charithra
తత్వం	thathvam
సామాజిక	saamaajika
శాస్త్రం	sasthram
నవీన	navina
ఆర్థిక	aardhika
శాస్త్రం	sasthram
</s>	</s>
కొందరు	kondharu
స్నేహితులు	snehithulu
ఈ	ee
విషయంగా	vishayangaa
కొంచెం	konchem
గేలిచేయడంతో	gelicheyadamtho
కారు	kaaru
కొనమని	konamani
వాళ్ళు	vaallu
తండ్రి	thandri
శాస్త్రిగారు	sastri garu
మీద	midha
ఒత్తిడిచేస్తే	oththidi chesthe
ఇష్టంలేకపోయినా	ishtam lekapoyinaa
ఆయన	aayana
అక్కడక్కడ	akkadakkada
అప్పులుచేసి	appulu chesi
ఒక	oka
ఫియట్‌కారు	fiat caru
కొన్నాడు	konnaadu
</s>	</s>
కడవెఁడు	kadavedu
పాలు	paalu
ఒకవిషబిందువుతో	oka vishabindhuvutho
పాడయినట్లు	paadayinatlu
</s>	</s>
స్వయంకృషితోనే	svayamkrushithone
అనేక	aneka
భాషలలో	bhaashalalo
పండితుడయ్యాడు	pandithudayyaadu
</s>	</s>
డాకినీ	daakini
దేవత	dhevatha
బీజాక్షరాలు	bhijaaksharaalu
కీలక	kilaka
న్యాస	nyaasa
మంత్రాలు	mantraalu
ఆన్నీ	anni
డ	da
కార	kaara
సంభంధమైనవి	sambandhamainavi
</s>	</s>
చంద్ర	chandra
గ్రహం	graham
యొక్క	yokka
సాంద్రత	saandhratha
భూమి	bhumi
సాంద్రతలో	saandhrathalo
1/6	1/6
వ	va
వంతు	vanthu
ఉంటుంది	untundhi
</s>	</s>
ప్రసిద్ధమైన	prasidhdhamaina
హింగ్లాజ్	hinglaj
యాత్ర	yatra
ఇక్కడనుండే	ikkada nunde
ఆరంభమౌతుంది	aarambamauthundhi
</s>	</s>
వీలున్నంత	vilunnantha
వరకు	varaku
ఉపరితలం	uparithalam
గరుకుగా	garukugaa
వున్నచో	unnacho
అతుకు	athuku
బలిష్టంగా	balishtangaa
వుండును	undunu
</s>	</s>
భూతాహ్వయుడనీ	bhuthaahvayudani
మల్లపురాధీశుడనీ	mallapuraadhisudani
ఇతని	ithani
నామాంతరములు	naamaantharamulu
</s>	</s>
పరిపాలన	paripaalana
అనే	ane
పదము	padhamu
రాజకీయ	raajakiya
విధానము	vidhaanamu
యొక్క	yokka
సూత్రము	suthramu
ఇది	idhi
నటీనటుల	natinatula
మధ్య	madhya
వచ్చే	vachche
సమస్యలకు	samasyalaku
పరిష్కారము	parishkaaramu
చూపించడానికి	chupinchadaaniki
మరియు	mariyu
నిర్ణయమును	nirnayamunu
తీసుకోవడానికి	thisukovadaaniki
న్యాయపరముగా)వాడబడేది	nyaayaparamugaa)vaadabadedhi
</s>	</s>
వృషబాధ్రి	vrushabadri
అనే	ane
కొండపై	kondapai
అందమైన	andhamaina
ప్రకృతి	prakruthi
మధ్యన	madhyana
చిన్న	chinna
ఆలయంలో	aalayamlo
కొలువై	koluvai
వున్నాడు	unnaadu
స్వామి	swamy
</s>	</s>
మోట్లపల్లి	motlapalli
శ్రీరాంపూర్	srirampur
-	-
కరీంనగర్	karimnagar
జిల్లాలోని	jillaaloni
శ్రీరాంపూర్	srirampur
మండలానికి	mandalaaniki
చెందిన	chendhina
గ్రామము	graamamu
</s>	</s>
తార	thaara
</s>	</s>
ముఖ్య	mukhya
ప్రాంగణం	praanganam
ఐరోపా	airopa
ప్రాంగణం	praanganam
ఫ్రాన్సులో	fransulo
పారిస్	paris
కు	ku
దగ్గరగా	dhaghgharagaa
ఉన్న	unna
ఫోన్టైన్బ్లూలో	fontainebleaulo
ఉంది	undhi
</s>	</s>
ఇందులో	indhulo
శాక్త	sakthi
తంత్ర	thanthra
సిద్ధాంతముగా	sidhdhanthamugaa
శ్రీవిద్యను	srividyanu
పేర్కొందురు	perkonchuru
</s>	</s>
గుంటూరులోని	gunturuloni
హిందూ	hindu
కాలేజీ	college
హైస్కూలులో	highschoolulo
ప్రధాన	pradhaana
ఆంధ్రపండితుడిగా	andrapandithudigaa
పనిచేశాడు	pani chesaadu
</s>	</s>
దానితో	dhaanitho
రాజరావు	rajarao
ఆర్థికంగా	aardhikangaa
దెబ్బతిని	dhebbathini
అప్పులపాలయ్యాడు	appulapaalayyaadu
</s>	</s>
నవరాత్రి	navaratri
వుత్సవము	uthsavamu
</s>	</s>
ఇది	idhi
ఎండి	yendi
పొడియై	pondiyai
గాలిలో	galilo
నెగిరి	negiri
పోవు	povu
చుండును	chundunu
</s>	</s>
లండన్	london
వెళ్ళగానే	vellagaane
మార్కోనీ	marconi
వైర్	wire
