ചാൾസ് തടാകം	Charles thadakom
പ്രസ്ബർഗിൽ വെച്ചു നടന്ന സമാധാന ഉടമ്പടിയിലൂടെ യൂറോപ്പിനറെ ഭൂപടം തിരുത്തപ്പെട്ടു.	presburgil vechu nadanna samaadhaana udambadiyiluude uroppinte bhoopadam thiruthapettu.
ലേസർ നിയന്ത്രിത മിസൈലായിരുന്ന ഹെൽഫയർ റെയാദ് ഖാന്റെ വാഹനത്തെ നശിപ്പിച്ചു.	lessar niyanthritha missylaayirunna hellfayal reyaad khaane vaahanathe nashipichu.
പുനലൂർ ഗ്രാമപഞ്ചായത്ത് പ്രസിഡന്റ് ട്രേഡ് യൂണിയൻ നേതാവ് എന്നീ നിലകളിൽ പ്രവർത്തിച്ച രാജഗോപാലൻ നായർ സർവോപരി ഒരു ഹരികഥാ കലാകാരനുമായിരുന്നു.	punaluur graamapanchaayath president tred uniyan nethaavu ennee nilakalil prevarthicha raajagopaalan naayar sarvoopari oru harikadha kalaakaaranumaayirunnu.
പഴയതും പുതിയതുമായ ലോകത്തിന്റെ ഉഷ്ണമേഖലാ പ്രദേശങ്ങളിലും മിതോഷ്ണമേഖലാ പ്രദേശങ്ങളിലുമാണ് ഇവ കാണപ്പെടുന്നത്.	pazhayathum puthiyathumaaya lokathinte ushnamekhalaa predheshangalilum mithooshanamekhala predheshangalilumaanu iva kaanapedunnath.
പത്തനംതിട്ട ജില്ലയിലെ ഇലന്തൂരിലെ പരിയാരത്ത് ശ്രീ ധന്വന്തരിയുടെ പേരിൽ ആയിരം വർഷത്തോളം പഴക്കമുള്ള ഒരു ക്ഷേത്രമുണ്ട്.	pathanamthitta jillayile ilandhoorile pariyaarath sree dhanvandhariyude peril aayiram varshathoolam pazhakkamula oru kshethramund.
ഫെബ്രുവരി 21ന് ഛത്തീസ്ഗഡിലെ കുങ്കുരിയിൽ ജനിച്ചു. ലോയോള ഹയർ സെക്കണ്ടറി സ്ക്കൂളിൽ പഠിച്ചിട്ടുണ്ട്.	februvary 21NU chatheesjadile kunkurayil janichu. Loyoola hayar sekandary skoolil padichittund.
ചിറക്കര മാധവൻ കുട്ടി	chirakkara maadhavan kutty
ജലത്തിൽ ലേയമായ, ക്രിസ്റ്റലീയഘടനയുള്ള ഒരു ബി ജീവകമാണ് ബയോട്ടിൻ.	jalathil leyamaaya, kristtaleenakhadanayulla oru b jeevakamaanu bayoottin.
ഇംഗ്ലണ്ടിലെ ലീഡ്സ് സർവ്വകലാശാലയിൽ നിന്നും ടെക്സ്റ്റൈൽ എഞ്ചിനീയറിങ്ങിൽ ബിരുദം കരസ്ഥമാക്കി.	englandile leed saravakalaashaalayil ninnum tekstyil engineeyaringil birudham karasthamaakki.
സൗന്ദര്യലഹരി പണിക്കരുടെ ചിത്രകലാപ്രതിഭയെ ഏറെ സ്വാധീനിച്ചു.	sowdharyalahari panikkarude chithrakalaaprethibhaye eere swaadheenichu.
ഏറ്റ്വും പ്രധാനമായി ബാധിക്കുന്നത് ഭൂമിയുടെ കറക്കങ്ങളാണ്.	eettavum predhaanamaayi bhaadhikunnath bhoomiyude karakangalaan.
വടക്കുപടിഞ്ഞാറൻ ഭാഗത്ത് ഒരു വലിയ ഡെൽറ്റ ഉണ്ടാക്കിക്കൊണ്ട് ബോംബെട്ടോക്ക ഉൾക്കടലിലേയ്ക്കൊഴുകിപ്പോകുന്നു .	vadakkuparinjaaran bhaagath oru valiya deltta undaakkikond bombettookka ulkkadalileykozhukippokunnu .
ഒരു കുട്ടിയുടെ വളർച്ചയിൽ സാമൂഹ്യ സാഹചര്യത്തിനുള്ള പങ്കിനെപ്പറ്റി വളരെ പ്രാധാന്യത്തോടെ പരിശീലനം നൽകുന്നു.	oru kuttiyude valarchayil saamoohya saahacharyathinulla pankinepatty valare praadhaanyathode parisheelanam nalkunnu.
സംഭവിച്ച കളങ്കങ്ങളെ തുടച്ചുകളഞ്ഞ്, തെളിച്ചം വരുത്തലാണ് തൗബയുടെ വഴി.	sambhavicha kalankangale thudachukalanj, thelicham valuthalaanu thowbiyude vazhi.
സയ്യിദ് ജാബിർ തങ്ങൾ,	sayyid jaabir thangal,
മുഖ്യമന്ത്രിയായിരുന്ന ഗെഗോങ്ങ്‌ അപാംഗ്‌ രാജി വെച്ചതിനെ തുടർന്ന് 2007 ഏപ്രിൽ 9-നാണ് അരുണാചൽപ്രദേശിന്റെ ആറാമത്തെ മുഖ്യമന്ത്രിയായി ഖണ്ഡു സ്ഥാനമേറ്റെടുത്തത്.	mukhyamandriyayirunna gegong apaang raaji vechathine thudarnn 2007 epril 9-naanu arunaanchalpredheshinte aaraamathe mukhyamandriyaayirunnu ghanddu sthaanametteduthath.
പ്രചരണ കാലത്തു തീർത്തും നിശ്ശബ്ദരായി ജീവിക്കുന്ന ഇവ കൂടിന്റെ അടുത്ത സ്ഥലങ്ങളിൽ നിന്നു മാത്രമാണ് ഇണകളെ തേടുന്നത്.	precharana kaalathu theerthum nishapdhamaayi jeevikunna iva koodinte adutha sthalangalil ninnu maathramaan inakale thedunnath.
തല്ലി വലച്ചു ചെന്താർകണ കൊണ്ടെന്നെ	thally valichu chedhaarkana kondenne
കോളേജുകളിലും ചരിത്രാധ്യാപകനായിരുന്നു.	kolegukalilum charithraadhyaapakanaarunnu.
ഇതാണ്‌ ഇംഗ്ലീഷുകാരും പിന്തുടരുന്നത്.	ithaanu ingilishukaarum pinthudarunnath.
ദക്ഷിണ ആൽട്ടായ്‌ നിരയുടെ പടിഞ്ഞാറേ അറ്റം നാരിം എന്ന പേരിൽ അറിയപ്പെടുന്നു.	dhakshina aalttaay nirayude padinjaaree attam naarim enna peril ariyappedunnu.
ഇത് പ്രധാനമായും സ്റ്റോപ്-വെയിറ്റ് ഏ.	eth predhaanamaayum stop-veyit aa.
ഭൂവല്കം	bhuuvalkam
എതിർക്കുന്നു.	ethirkkunnu.
കുറച്ചു കാലത്തേക്കെങ്കിലും ദില്ലിയിലേയും ഒട്ടോമൻ തുർക്കിയിലേയും ഭരണാധികാരികൾ ഷാ രൂഖിന്റെ സാമന്തരായിരുന്നു.	kurachu kalathekengilum dhilliyileyum ottoman thurkiyileyum bharanaadhikaarikal sha rookhinte saamandharaayirunnu.
ജാഗരൂകരായ ഫ്രഞ്ചു പോലീസുകാർ ഇതൊക്കെ തക്ക സമയത്ത് കണ്ടെത്തി,അലസിപ്പിച്ചു,.	jaakarookaraaya frenchu polisukaar ethokke thakka samayath kandethy,alasippichu,.
ഭരതന്റെ ഇത്തിരി പൂവേ ചുവന്ന പൂവേ, ചിലമ്പ്, കെ.	bharathante ethiri poove chuvanna poove, chilamb, k.
തെലുങ്കിൽ ചില ചിത്രങ്ങളിലും ജെനീലിയ അഭിനയിച്ചു.	thelungil chila chithrangalilum jeneeliya abhinayichu.
നെല്ലായി റെയിൽവേ സ്റ്റേഷൻ (സ്റ്റേഷൻ കോഡ്: NYI) തൃശ്ശൂർ ജില്ലയിലെ ഷൊറണൂർ-കൊച്ചിൻ ഹാർബർ സെക്ഷനിൽ പുതുക്കാട് റയിൽവേ സ്റ്റേഷനും ഇരിങ്ങാലക്കുട റെയിൽവേ സ്റ്റേഷനും ഇടയിലാണ്.	nellaayi reyilvey steyshan (steyshan kode: NYI) thrishur jillayile shoranoor-kochin haarbar sekshanil puthukkaad rayilvey steyshanum erinjaalakkuda rayilvey steyshanum edayilaanu.
പക്ഷെ റഷ്യൻ ചക്രവർത്തി അലക്സാണ്ടറുടെ സഹോദരിയുമായുള്ള വിവാഹാലോചന മുടങ്ങിപ്പോയി,.	pakshe rashyan chakravarthy alaksaandarude sahoodariyumayulla vivaahaalochana mudangippoyi,.
സഹോദരി യശോധരാ രാജ് സിന്ധ്യ, സഹോദരൻ മാധവറാവു സിന്ധ്യ മുൻ കേന്ദ്രമന്ത്രിയായിരുന്നു.	sahoodari yashoodara raaj sindhya, sahoodaran maadhavaraavu sindhya mun kedramandriyayirunnu.
കോഴിക്കോട് ജില്ലയിലെ കോഴിക്കോട് താലൂക്കിൽ കോഴിക്കോട് ബ്ളോക്കിലെ ഒരു ഗ്രാമപഞ്ചായത്ത്.	kozhikkod jillayile kozhikkod thaluukkil kozhikkod blokkile oru gramapanchayath.
വൻകിട ഭൂവുടമകളും പ്രഭുക്കന്മാരും സമൂഹത്തെ ഭരിച്ചു.	vankida bhoovudamakalum prebhukanmaarum samuhathe bharichu.
യോനായുടെ പേരിൽ നറുക്കു വീണപ്പോൾ, തന്റെ സത്യാവസ്ഥ നാവികരോടു തുറന്നു പറഞ്ഞ അയാൾ തന്നെ കടലിലെറിഞ്ഞ് കപ്പലിനെ രക്ഷിക്കാൻ അവരോടാവശ്യപ്പെടുന്നു.	yonayude peril narukku veenappol, thante sathyaavastha naavikarood thurannu paranja ayaal thanne kadalilerinj kappaline rakshikkaan avarodaavashyappedunnu.
എ പൂർത്തിയാക്കിയെന്നാണ് പറഞ്ഞിരുന്നത്.	A poorthiyaakkiyennaanu paranjirikunnathu.
വലിയ വാദ്യത്തെ "ഡഗ്ഗ" എന്നും ചെറിയ വാദ്യത്തെ തബല എന്നും വിളിക്കുന്നു.	valiya vaadhyathe "dagga" ennum cheriya vaadhyathe thabala ennum vilikkunnu.
കാലുകൾ ചേർത്ത് വയ്ക്കുക.	kaalukal cheerth vaikkuka.
ചർച്ച് ഓഫ് ഉഗാണ്ടയുടെ ലങൊ രൂപത 2008ൽ സ്ഥാപിച്ചതാണ് ഈ സർവകാലാശാല.	charch off ogaandayude lango roopatha 2008il sthaapichathaanu ee sarvakalaashaala.
2009-ൽ ഇന്ത്യയുടെ പ്രതിരോധവകുപ്പു മന്ത്രി ഏ.	2009-il indiayude prethiroogavakupp manthri a.
മധ്യകാലഘട്ടത്തിന്റെ തുടക്കത്തിൽ യൂറോപ്പിൽനിന്ന് ഈ രംഗത്ത് കാര്യമായ സംഭാവനകളൊന്നും ഉണ്ടായിട്ടില്ല.	madhyakaalazhattathinte thudakkathil youropilninn ee rangath kaaryamaaya sambhaavanakalonnum undaayittilla.
എൽഗാട്ടോ	elgatto
ബാഹ്യാകാശ വിനോദ സഞ്ചാരം, പര്യവേഷണം, സൈനികാവശ്യങ്ങൾ, വാർത്താവിനിമയം എന്നിങ്ങനെ പല ലക്ഷ്യങ്ങളോടെ ബാഹ്യാകാശയാത്ര നടത്താറുണ്ട്.	bhaahyaakaasha vinoodha sanchaaram, paryaveeshanam, synikaavishyangal, vaarthaavinimayam enninganee pala lakshyangalode bhaahyaakaashayathra nadathaarund.
തിരുവനന്തപുരത്തു നിന്നും വടമതിരവരെ യാത്ര ചെയ്യാനുള്ള നിർദ്ദേശങ്ങളാണ് പിന്നീടുള്ള കാവ്യഭാഗത്തിൽ.	thiruvananthapurathu ninnum vadamathiravare yaathra cheyyaanulla nirdheeshangalaanu pinneedulla kaavyabhaagathil.
കീടനാശിനിയായുള്ള ഉപയോഗം	keedanaashiniyaayulla upayogam
രാഷ്ട്രീയ സ്വയംസേവക സംഘത്തിന്റെ മുതിർന്ന പ്രചാരകൻ,എഴുത്തുകാരനും,സാമൂഹ്യ പ്രവർത്തകനും,പ്രഭാഷകനുമാണ് ആർ ഹരി.	raashtreeya swayamsevaka sankhathinte muthirnna precharakan,ezhuthukaaranum,saamoohika prevarthakanum,prebhaashakanumaanu r hari.
ബ്രസീലിയൻ സാഹിത്യകാരനായ പൗലോ കൊയ്‌ലോ എഴുതിയ അതിപ്രശസ്തമായ ഒരു നോവലാണ് ദി ആൽക്കെമിസ്റ്റ്.	breseeliyan saahithyakaaranaaya powlo koylo azhuthiya athipreshasthamaaya oru noovalaanu dhe aalkemist.
എന്നാൽ ഭരണഘടന എഴുതിയുണ്ടാക്കുംമുമ്പ് ഒരു വ്യക്തിയുടെ അടിസ്ഥാന അവകാശങ്ങൾ എന്തൊക്കെയെന്നതിനെപ്പറ്റി ഒരു തീരുമാനമുണ്ടാകുന്നത് അത്യവശ്യമാണെന്ന് നാഷണൽ അസംബ്ലിക്ക് ബോധ്യമായി.	ennal bharanakhadana ezhuthiyundaakunnathinumunp oru vyekthiyude avakaashangal enthokkeyennathinepatty oru theerumaanam undakkunath athyaavishamaanen naashanal asamblikk bhodyamaayi.
