තන්ත්‍රයන්ට	thanthrayanta
සටහන්	satahana
කොට	kota
ඇත	etha
</s>	</s>
1989	1989
ජනවාරි	janwary
7	7
වැනිදා	veni da
හිරොහිතෝ	hirohitho
අධිරාජ්‍යයාගේ	adhirajyayage
මරණය	maranaya
සිදුවීමත්	siduwimath
සමග	samaga
අකිහිතෝ	akihito
කුමාරයා	kumaraya
නව	nawa
අධිරාජ්‍යයා	adhirajyaya
බවට	bawata
පත්විය	path wiya
</s>	</s>
සූර්යගෝල	sooryagola
විද්‍යුත්	vidyuth
ස්ථරය	stharaya
සෞරග්‍රහ	sauragraha
මණ්ඩලයේ	mandalaye
පරියන්තය	paryanthaya
දක්වා	dakwa
විහිදෙන	vihidena
අතර	athara
ඊට	ita
හේතු	hethu
වන්නේ	wanne
අන්තර්	anthar
ග්‍රහ	graha
මාධ්‍යයේ	madhyaye
ඇති	ethi
ප්ලාස්මාව	plasmawa
වෙත	vetha
‍සූර්යයාගේ	sooryage
භ්‍රමණය	bhramanaya
වන	vana
චුම්බක	chumbaka
ක්ෂේත්‍රය	kshethraya
මගින්	magin
ඇති	ethi
කරන	karana
බලපෑමයි	balapemayi
</s>	</s>
මනෝවිද්‍යාවෙහි	mano vidyawehi
බලකණු	bala kanu
ත්‍රිත්වයෙහි	thrithwayehi
සන්දර්භය	sandarbhaya
තුලින්ද	thulinda
එය	eya
සමහරවිට	samahara vita
වටහාගැනුමට	vataha genumata
උත්සාහ	uthsaha
කෙරේ	kere
චර්යාවාදය	charyawadaya
මනෝවිශ්ලේෂණය	mano vishleshanaya
සහ	saha
මානවීයවාදය	manawiyavadaya
</s>	</s>
ශල්‍යාගාර	shalyagara
ක්ෂුද්‍රජීවී	kshudrajivi
පර්යේෂණාගාර	paryeshanagara
ආදියේ	adiye
වාතයේ	vathaye
ජිවත්	jiwath
වන	wana
ක්ෂුද්‍ර	kshudra
ජීවීන්	jivin
ඉවත්	iwath
කිරීම	kirima
සඳහා	sandaha
UV	uv
කිරණ	kirana
නිකුත්	nikuth
කරන	karana
පහන්	pahan
භාවිත	bhavitha
කරයි	karayi
</s>	</s>
චාබාහිල්	chabahil
</s>	</s>
සියෝ	siyo
ඉන්-සොක්	in-sok
විසින්	visin
1994	1994
රූපවාහිනී	rupawahini
කතාමාලාවක්	katha malawak
වන	vana
හන්	han
මියුං-හොයි	miyung-hou
තුළ	thula
නිරූපණය	nirupanaya
කරයි	karayi
</s>	</s>
මත්වීම	mathwima
සමහර	samahara
අවස්ථාවල	avasthavala
දී	di
සමහර	samahara
අපරාධ	aparadha
සඳහා	sandaha
පමණක්	pamanak
අදාළ	adala
වන	vana
විශේෂිත	visheshitha
සාවද්‍යය	sawadya
චේතනාව	chethanawa
නිෂේධනය	nishedhanaya
කිරීමට	kirimata
හැකිවේ	heki we
</s>	</s>
තිස්හතර	this hathara
වාරයක්	wathavak
සක්දෙව්	sak dev
රජව	rajava
දෙව්ලොව	dewlowa
රජ	raja
කළෙමි	kalemi
</s>	</s>
තවද	thawada
එය	eya
ශාන්ත	shantha
මෙන්ම	menma
මනරම්	manaram
ද	da
වේ	ve
</s>	</s>
ඇය	eya
සුද්ධෝදන	suddhodhana
රජුගේ	rajuge
මාමාගේ	mamage
දියණියයි	diyaniyayi
</s>	</s>
උ/පෙ	u/pe
විභාග වලින්	vibhagavalin
විශිෂ්ට	vishishta
ප්‍රතිඵල	prathiphala
අත්කර	athkara
ගන්නා	ganna
සිසුන්	sisun
මෙහි	mehi
වේ	ve
</s>	</s>
චෙස්	chess
නිර්මාණයේ	nirmanaye
දී	di
කලා	kala
සංකල්ප	sankalpa
හමු	hamu
වී	vi
ඇත	etha
</s>	</s>
සාක්	saarc
සංවිධානයේ	sanvidhanaye
කටයුතු	katayuthu
සඳහා	sandaha
මූල්‍ය	mulya
ප‍්‍රතිපාදන	prathipadana
සලසා	salasa
ගත	gatha
යුතු	yuthu
ආකාරය	akaraya
IX	ix
වන	vana
වගන්තියේ	vaganthiye
සඳහන්	sandahan
වෙයි	wei
</s>	</s>
එවක	ewaka
මෙලක	melaka
වාසය	vasaya
කළ	kala
ජනයා	janaya
හඳුන්වා	handunwa
ඇත්තේ	etthe
යක්‌ෂ	yaksha
නාග	naga
දේව	deva
අසුර	asura
ආදි	adi
ගෝත්‍රික	gothrika
ජන	jana
කොටස්‌	kotas
වශයෙනි	vashayeni
</s>	</s>
ශ්‍රී	sri
ලාංකික	lankawe
දේශීය	deshiya
ක්‍රිකට්	cricket
සඳහා	sandaha
සෙබස්ටියනයිට්ස්	sebestianites
කණ්ඩායම	kandayama
වෙනුවෙන්	venuwen
උස්-මට්ටමේ	us-mattame
තරග	tharaga
නවයක්	nawayak
තුල	thula
ක්‍රීඩා	krida
කල	kala
අපෝන්සු	aponsu
නෙදර්ලන්තය	nedarlanthaya
වෙත	vetha
සංක්‍රමණය	sankramanaya
වෙමින්	vemin
ඔවුන්	ovun
සඳහා	sandaha
1990	1990
සහ	saha
1994	1994
අයිසීසී	icc
කුසලාන	kusalana
තරගාවලියන්හිදී	tharagawaliyanhidi
ක්‍රීඩා	krida
කලේය	kaleya
</s>	</s>
නිරීක්ෂණ	nirikshana
හා	ha
පර්යේෂණ	paryeshana
පාදක	padaka
කොටගත්	kotagath
මනෝ	mano
විද්‍යාව	vidyawa
මගින්	magin
මිනිසාගේ	minisage
අත්දැකීම්	athdekim
සහ	saha
හැසිරීම්	hesirim
ඒ	e
ආකාරයෙන්ම	akarayenma
විග්‍රහ	vigraha
කරයි	karayi
</s>	</s>
ශ්‍රි	sri
ලංකාව	lankawa
සාම්ප්‍රදායික	sampradayika
ආසියානු	asiyanu
රටක්	ratak
වන	vana
නිසා	nisa
ආභාර	ahara
අවසන්	awasan vu
භාජන	bhajana
හිස්	his
වූ	vu
සැනින්	senin
නැවත	newatha
පිරව්ම	pirawima
සිදු	sidu
කරනු	karanu
ලබයි	labayi
</s>	</s>
ඇස්ටොරයිඩ	asteroida
ප්‍රභේද	prabheda
14 කට	14kata
වර්ගීකරණය	vargikaranaya
වීම	vima
එහි	ehi
ප්‍රතිඵලය	prathipalaya
විය	wiya
</s>	</s>
ප්‍රධාන	pradhana
මතය	mathaya
හා	ha
සැසඳීමේ	sesandime
දී	di
තවත්	thawath
විකල්ප	vikalpa
කල්පිතයක්	kalpithayak
ද	da
ඇති	ethi
අතර	athara
ඉන්	in
කියැවෙන්නේ	kiyewenne
එම	ema
කැටයම	ketayama
මගින්	magin
පුරාතන	purathana
ඊජිප්තු	ijipthu
විද්‍යුත්	vidyuth
තාක්ෂණය	thakshanaya
නිරූපණය	nirupanaya
වන	vana
බවයිත	bawayi
මේ	me
සඳහා	sandaha
පාදක	padaka
කොටගෙන	kotagena
ඇත්තේ	etthe
නූතන	nuthana
උපාංගවලට	upangawalata
ගයිස්ලර්	geisler
නළ	nala
කෲක්ස්	crooks
නළ	nala
සහ	saha
චාප	chapa
ලාම්පු	lampu
මෙය	meya
දක්වන	dakwana
සමාන	samana
පෙනුමයි	penumayi
</s>	</s>
ජාතිවාදය	jathiwadaya
ආරම්භ	arambha
වන්නේ	vanne
විවිධ	vividha
ජන	jana
කණ්ඩායම්වල	kandayamvala
වර්ගීකරණ	vargikarana
වෙනස්කම්	wenaskam
ඇතැයි	ehteyi
යන	yana
උපකල්පනය	upakalpanaya
මත	matha
වුවත්	wuvath
එම	ema
සෑම	sema
විටම	vitama
එක	eka
උපකල්පනයට	upakalpanayata
පමණක්	pamanak
සීමා	sima
නොවේ	nowe
</s>	</s>
එමනිසා	ema nisa
විශ්‍රාම	vishrama
ගැනීමට	genimata
මත්තෙන්	matthen
නගරයෙන්	nagarayen
එපිට	epita
පිහිටි	pihiti
‍වෙල්අට	wel-ata
මුල්ගම්පල	mulgampala
ග්‍රාමයේ	gramaye
භූමියකට	bhumiyakata
පාසල	pasala
ගෙනයාමේ	gena yame
මූලිකත්වය	mulikathwaya
බ්ලසේ	blaze
මහතා	mahatha
විසින්	visin
ගන්නා	ganna
ලදී	ladi
</s>	</s>
මෙම	mema
අක්ෂර	akshara
ස්වදේශික	swadeshika
ජපන්	japan
ශාක	shaka
සහ	saha
සතුන්	sathun
සඳහා	sandaha
වර්ධනය	wardhanaya
විය	wiya
</s>	</s>
ජේසුස්	jesus
වහන්තස්	vahanse
තමන්ව	thamanwa
ජුදාස්ට	judasta
පාවා	pawa
දිම	dima
සදහා	sandaha
හේතු	hethu
වු	vu
කරැණු	karunu
ජේස්සු	jesus
වහන්සේ	vahanse
මෙම	mema
පාවාදිම	pawa dima
වළක්වාලිමට	valakwalimata
බැරිවුයේද	beri wuyeda
</s>	</s>
වර්තමානයේ	warthamanaye
දී	di
ජාත්‍යන්තර	jathyanthara
ඔලිම්පික්	olympic
කමිටුව	kamituwa
විසින්	visin
චෙස්	chess
ක්‍රීඩාවක්	kridawak
ලෙස	lesa
පිළිගෙන	piligena
ඇත	etha
</s>	</s>
එමෙන්ම,පිටුපස	emenma, pitupasa
සිලින්ඩරාකාර	cyllindarakara
හැඩතිවේ	hedethi we
</s>	</s>
තාක්ෂණික	thakshanika
හැඩගැසීම	heda gesima
</s>	</s>
මෙම	mema
දිස්ත්‍රික්කය	disthrikkaya
පොළොන්නරුව	polonnaruwa
හිඟුරක්ගොඩ	hingurakgada
හා	ha
දිඹුලාගල	dimbulagala
යන	yana
අධ්‍යාපන	adhyapana
කලාප වලින්	kalapawalin
සමන්විතවී	samanvitha
ඇති	ethi
අතර	athara
සමස්ත	samastha
පාසැල්	pasel
සංඛ්‍යාව	sankhyawa
234	234
වෙයි	weyi
</s>	</s>
තෙතමනය	thethamanaya
හා	ha
අඩු	adu
උෂ්ණත්වයක්	ushnathwayak
රදා	randa
පවත්වා	pawathwa
ගත	gatha
හැකි ස්ථානයක්	heki
</s>	</s>
ප්‍රාග්⁣ෛඑතිහාසික	prag aithihasika
සාගරවල	sagarawala
දරුණුම	darunuma
දඩයක්කරුගෙන්	dadayakkarugen
</s>	</s>
සේනක	senaka
පෙරේරා	perera
කරෝලිස්	carolis
</s>	</s>
මැද	meda
කන	kana
කුඩා	kuda
අස්ථිකා	asthika
තුනකින්	thunakin
සමන්විත	samanwitha
ය	ya
</s>	</s>
පොත්ගුල්	pothgul
විහාරය	viharaya
පුස්තකාලයක්	pusthakalayak
බැවින්	bewin
දෙවන	dewana
මතය	mathaya
ගැන	gena
සැලකිලිමත්	selakilimath
වීම	wima
වටී	vati
</s>	</s>
එම	ema
වර්ෂයේම	varshayema
බුර්ද්වාන්හි	burdhvanhi
ජගීර්දාර්වරයා	jagirdarwaraya
වූ	vu
ෂේර්	sher
ඇෆ්ගන්	afghan
ඛාන්	khan
මියගිය	miyagiya
අතර	athara
ජහාන්ගීර්	jahangir
විසින්	visin
ඔහුගේ	ohuge
වැන්දඹුව	vendambuwa
වූ	vu
මෙහර්-උන්-නිසා	mehr-un-nisa
පසුව	pasuwa
නූර්	noor
ජහාන්	jahan
අධිරාජිනිය	adhirajiniya
බවට	bawata
පත්	path
අග්‍රාව	agrawa
වෙත	wetha
කැඳවන	kendawana
ලද්දේ	ladde
සිය	siya
සුළු-මෑණියන්	sulu meniyan
වන	wana
රුඛයියා	rukkhaiah
වැන්දඹු අධිරාජිනියගේ	adhirajiniyage
පරිවාර	pariwara
ස්ත්‍රියක	sthriyaka
ලෙස	lesa
කටයුතු	katayuthu
කිරීමටයි	kirimatayi
</s>	</s>
අධ්‍යාපනයේදී	adhyapayedi
සිදුවන්නේ	sidu wanne
විවිධ	vividha
ඉගැන්වීම්	igenwim
ක්‍රම	krama
යොදාගැනීමකි	yoda genimaki
</s>	</s>
ආර්යයන්	aryan
සමග	samaga
කිසිම	kisima
සම්බන්දයක්	sambandhayak
එතුමාට	ethumata
නොමති	nomethi
අතර	athara
ස්වදේශික	swadeshika
වීරවරයෙකි	veeravarayeki
</s>	</s>
පොලිස්	police
නිලධාරීන්	niladharin
පිරිසකට	pirisakata
අවසරපත්	awasarapath
නොමැතිව	nomethiwa
කානිවල්	carnival
බලන්නට	balannata
යාමට	yamata
ඉඩදීමක්	idadimak
නිසා	nisa
එය	eya
ආරම්භ	arambha
විනැයි	vineyi
සමහරෙක්	samaharek
විශ්වාස	vishwasha
කළහ	kalaha
</s>	</s>
ජුසේ	juse
වාස්	vass
පියතුමන්ගේ	piyathumange
ශුද්ධවන්තභාවය	shuddhawanthabhavaya
ගැන	gena
ශ්‍රී	sri
ලංකාව	lankawa
ඉන්දියාවේ	indiyawe
ගෝව	goa
පමණක්	pamanak
නොව	nova
පෘතුගාලය	pruthugalaya
ආදි	adi
යුරෝපා	yuropa
රටවල	ratawala
ද	da
අවධානය	awadhanaya
යොමුවිය	yomu wiya
</s>	</s>
වසන්ත	wasantha
සෘතුව	irthuwa
අවසානයේ	awasanaye
උෂ්ණත්වය	ushnathwaya
වැඩිවිමත්	vedivimath
සමඟම	samagama
දෙසැම්බර්	december
මැදදි	medadi
වා	va
සුළි	suli
තත්වය	thathwaya
ඉවත්	iwath
වේ	ve
</s>	</s>
ශෛවන	shaivana
නිකාය හි	nikayehi
දැක්වෙන	dekwena
පරිදි	paridi
පාර්වතී	parwathi
සහ	saha
දුර්ගා	durga
එකම	ekama
කෙනෙක්	kenek
වේ	we
</s>	</s>
මන්ද	manda
රහසින්	rahasin
පැන	pena
ගිය	giya
කිතුනුවන්ට	kithunuwanta
විවාහය	vivahaya
තහනම්ය	thahanamya
</s>	</s>
භෞතික	bhathika
වශයෙන්	vashayen
රට	rata
නැවත	newatha
ගොඩනැගීම	godanengima
සහ	saha
නිදහස	nidahasa
පිලිබඳ	pilibanda
සාකච්ඡා	sakachcha
පමා	pama
වීම	wima
හේතුවෙනි	hethuweni
</s>	</s>
එය	eya
ස්ථායි	sthayi
බහු	bahu
කාර්ය	karya
ආරක්ෂිත	arakshitha
හා	ha
ජංගම	jangama
දුරකථනයේ	durakathanaye
සිට	sita
සුපිරි	supiri
පරිගණක	pariganaka
ඇතුළු	ethulu
විශාල	vishala
පද්ධති	paddhathi
පරාසයක්	parasayak
සමඟ	samaga
භාවිතා	bhavitha
කළ	kala
හැකි	heki
වේ	we
</s>	</s>
කෙසේනමුත්	kese namuth
බටහිර	batahira
පක්ෂයේ	pakshaye
බොහෝ	boho
සාමාජිකයන්	samajikayan
පාලන	palana
පක්ෂය	pakshaya
ලෙස	lesa
බලය	balaya
අත්කරගැනීමට	ath kara genimata
ප්‍රයත්න	yathna
දැරූහ	deruha
</s>	</s>
එකකින්	ekakin
පිටවි	pita wi
යන	yana
ජලය	jalaya
ඊලඟ	ilanga
වැවට	wevata
ගොස්	gos
එතනින්	ethanin
තවත්	thawath
එකකට	ekakata
යමින්	yamin
ගම්වැව්	gam wev
එම	ema
ජලය	jalaya
ප්‍රයෝජනයට	proyojanyata
යොදා	yoda
ගැනිමෙන්	genimen
පමණක්	pamanak
මුහුදට	muhudata
