තන්ත්‍රයන්ට	Thanthrayanta
වෙතින්	vethin
1970	1970
ගණන් වලදී	gananvaladi
බොන්ඩ්	Bond
වෙන්	wen
විය;	viya;
ඉන්පසු,	inpasu,
ඔහුගේ	ohuge
දික්කසාදය	dikkasadaya
පිළිබඳ	pilibanda
කටයුතු	katayuthu
නිමවූ	nimevu
සැණින්	senin
පාහේ	pahe
1981දී	1981di
සූසන්	Susan
මාර්ෆ්‍රයි	Marfry
රෝජර්ස්	Rodgers
සමගින්	samagin
විවාහ	vivaha
විය.	viya.
</s>	</s>
මහජන	mahajana
විවේචමචන	vivechana
සහ	saha
එකගතාව	ekangathawa
සදහා	sandaha
මණ්ඩපයක්විය	mandapayak viya
යුතුය.	yuthuya.
</s>	</s>
රත්	rath
කිරීම	kirima
</s>	</s>
296.	296.
විල්ජංසා	Wiljansa
විහාරයේ	viharaye
බෞද්ධ	bauddha
සිතුවම්	sithuwam
පහ,	paha,
අන්සොං	ansong
</s>	</s>
අදවන	ada wana
විට	vita
බොහෝ	boho
දෙනකු	deneku
පිළිගන්නේ	piliganne
ඉන්ජෝ	Injo
දුර්වල,	durwala,
තීරණ	thirana
ගැනීමෙහි	genimehi
අපොහොසත්,	apohosath,
අදක්ෂ	adaksha
පාලකයකු	palakayaku
ලෙසයි.	lesayi.
</s>	</s>
තමන්	thaman
විසින්	visin
අදහන	adahana
ආගම	agama
අතහැර	athahera
පිහිටාවුගත් නව	pihituwagath
නිකායන්	nikayan
සාම්ප්‍රදායික	sampradayika
ආගම	agama
වඩා වර්තමානයේ	vada
බොහෝ	boho
සෙයින්	seyin
වෙනස්	venas
වි	vi
ඇති	ethi
විම	vima
නිසා	nisa
මෙලෙස	melesa
සාම්ප්‍රදායික	sampradyika
ආගම	agama
සතු	sathu
වු	vu
සත්‍ය	sathya
ධර්මය	dharmaya
සෙවිම	sewima
නිශ්පල	nishphala
දෙයකි.	deyaki.
</s>	</s>
ඩන්ක්ලිඔසිටියස්	dunkleyositius
ගනය	ganaya
සහ	saha
සියළු	siyalu
ප්ලැකොඩර්මාවුන්ගෙ	Placodermawunge
නශ්ඨවීම	nashtawima
පිළිබඳව	pilibandawa
විවිධ	vividha
මත	matha
තිබෙනවා.	thibenawa.
</s>	</s>
එනම්	enam
පළාත්	palath
සභාවන්හි	sabhavanhi
ප්‍රයෝජනයක්	proyojanayak
නැති	nethi
තත්වයට	thathwayata
පත්වේ.	path we.
</s>	</s>
සිය	siya
විනාශකාරී	vinashakari
අරගලය	aragalaya
ගෙනයාමට	genayamata
කොටි	koti
සංවිධානය	sanvidhanaya
සමත්	samath
වූ	vu
කාලවකවානුවේදී	kala vakavanuvedi
ඔවුන්	ovun
විසින්	visi
බෞද්ධ	bauddha
පුදබිම්	pudabim
‍රැසකට	resakata
ප්‍රහාර	prahara
එල්ල	ella
කරන	karana
ලදී.	ladi.
</s>	</s>
බාහිර	bahira
කන	kana
යටතට	yatathata
කන්පෙත්ත	kanpettha
සහ	saha
බාහිර	bahir
ශ්‍රවණ	shravana
නාලය	nalaya
අයත්	ayath
වේ.	ve.
</s>	</s>
රඟපෑමට	rangapeata
අමතරව,	amatharawa,
ඩිකැප්‍රියෝ	Decaprio
ඇපියන්	Appian
වේ	way
ප්‍රඩක්ෂන්ස්	productions
නමැති	namethi
ඔහුගේ	ohuge
නිෂ්පාදන	nishpadana
සමාගමෙහි	samagamehi
ආරම්භකයා	arambhakaya
මෙන්ම,	menma,
කැපවුණු	kepawunu
පරිසරවේදියෙකු	parisarawediyeku
ද	da
වේ.	ve.
</s>	</s>
සංඛ්‍යාත්මක	sankhyathmaka
විසඳුම්	visandum
උපකරණවලට	upakaranavalata
උදාහරණ	udaharana
ලෙස,	lesa,
විවිධ	vividha
න්‍යාස	nyasa
ගණනය	gananaya
(උදාහරණ	(udaharana
න්‍යාස	nyasa
ප්‍රතිලෝමය)	prathilomaya)
කිරීම	kirima
සහ	saha
රේඛීය	rekhiya
හා	ha
රේඛීය	rekhiya
නොවන	nowana
සමීකරණ	samikarana
විසඳීම	visandima
සඳහාවන	sandaha vana
මෘදුකාංග	mrudukanga
දැක්විය	dekwiya
හැකිය.	heka.
</s>	</s>
ඔහුගේ	ohuge
ලේඛන	lekhana
කලාව	kalawa
ගැඹුරු	gemburu
සමාජයමය	samajamaya
සහ	saha
මානුෂීය	manushiya
අදහස්	adahas
දන්වන්නක්	danawannak
සේ	se
සැලකේ.	selake.
</s>	</s>
එක්සත්	eksath
ජනපදයේ	janapadaye
කොංග‍්‍රස්	Congress
මණ්ඩලය	mandalaya
සතු	sathu
අභ්‍යන්තර	abhyanthara
වානිජ්‍යය	vanijyaya
පාලනය	palanaya
කිරීමේ	kirime
බලය	balaya
සහ	saha
පොලිස්	Police
බලතල	balathala
කි‍්‍රයාත්මක	kriyathmaka
කිරීමේ	kirime
ප‍්‍රාන්ත	prantha
සතු	sathu
බලය	balaya
හේතුකොටගෙන	hethu kotagena
එරට	erata
වානිජ	vanija
නීතිය	nithiya
මෙම	mema
ආයතන	ayathana
දෙකේම	dekema
බලප‍්‍රදේශයන්	bala pradeshayan
තලට	thulata
ඇතුලත්	ethulath
වෙයි.	wei.
</s>	</s>
මූලිකව	mulikawa
ම	ma
වෛද්‍යමය	vaidyamaya
යෙදීම්වල	yedimvala
දී	di
ප්‍රවේග	pravega
මැනීම්	menim
(රුධිර	(rudhira
ප්‍රවාහවල)සඳහා	pravahavala) sandaha
වැඩි	vedi
දියුණූ	diyunu
කර	kara
ඇත.	etha.
</s>	</s>
මෙහි	mehi
දී	di
සිදුවන්නේ	sidu wanne
වැඩි	vedi
ඉල්ලුමක්	illumak
සහිත	sahitha
ගොනුවක්	gonuwak
ලබාගන්නා	laba ganna
විට	vita
එහි	ehi
බාගත	bagatha
කරලීමේ	karalime
වේගය	vegaya
වැඩි	vedi
වීමයි.	vimayi.
</s>	</s>
චීනච්චට්ටි,	chinachchatti,
වීදුරු,	viduru
හා	ha
ගල්	gal
ද	da
ඇතුළත්	ethulath
වන	vana
ආතනය්‍ය	athanyya
ද්‍රවය්‍ය(භංගුර/පහසුවෙන්	dravya (bhangura/pahasuwen
කැඩෙන),	kedena),
සැලකිය	selakiya
යුතු	yuthu
පූර්ව	purwa
වෙනසකින්	venasakin
තොරව	thorawa
කැඩීයාම	kedi yama
හේතුවෙන්	hethuwen
පහසුවෙන්	pahasuwen
හඳුනා	handuna
ගත හැක.	gatha
</s>	</s>
වන	vana
සංවර්ධන	sanvardhana
විද්‍යාව	vidyawa
බිහි	bihi
වීමට	vimata
පෙර	pera
එළිපෙහෙළි	elipeheli
කිරීම	kirima
ක්‍රියාවට	kriyawata
නංවා	nanwa
ඇතතේ,	etthe,
කැපීම්	kepim
සඳහා	sandaha
භාවිතා	bhawitha
කරන	karana
ප්‍රධාන	pradhana
ක්‍රමයක්	kramayak
ලෙසටය.	lesataya.
</s>	</s>
ඊට	ita
අමතරව	amatharawa,
රජතුමා	rajathuma
ලංකාවට	lankawata
පැමිණි	pemini
අවස්ථාවකදී,	avasthavakadi,
උන්වහන්සේ	unvahanse
වෙත	vetha
කොළඹ	kolamba
රජවාසලේදී	raja vasaledo
සියම්	siyam
පිළියෙන්	piliyen
නිර්මාණය	nirmanaya
කල	kala
තුන්	thun
සිවුරු	sivuru
පූජා	pooja
කල	kala
බවද	bawada
සඳහන්	sandhahana
වෙයි.	wei.
</s>	</s>
අරමුණ	aramuna
</s>	</s>
තෙත්	theth
තාපය	thapaya
යෙදීම	yedima
</s>	</s>
මෙම	mema
රිද්මයානුකූල	ridmayanukula
චලනය	chalanaya
සඳහා	sandaha
තාල	thala
දැමීමට	demimata
“තාලම්පට”	"thalampata"
නම්	nam
වූ	vu
වාදන	vadana
භාණ්ඩයක්	bhandayak
උපයෝගී	upayogi
කර	kara
ගනී.	gani.
</s>	</s>
අන්තර්ජාලය	antharjalaya
විශ්වය	vishwaya
දක්වා	dakwa
දියත්වීම	diyathvima
ඇරඹී	erambi
ඇත.	etha.
</s>	</s>
පසු	pasu
කාලයේ	kalaye
ධම්මකීර්ති	Dhammakirthi
හිමි	himi
1989	1989
අගෝස්තු	agosthu
22	22
පැහැරගෙන	peheragena
ගොස්	gos
තිරස්චින	thirashchina
ලෙස	lesa
ඝාතනයට	ghathanyata
ලක්කර	lakkar
තිබිණි.	thibini.
</s>	</s>
මනවඩනා	mana wadana
ආහාරයන්	aharayan
නොපතයි.	nopathayi.
</s>	</s>
සාමාන්යායෙන්	samnyayen
ජනාධිපති	janadhipathi
බිරිඳගේ	birindage
කටයුතු	katayuthu
තිබෙන්නේ	thibenne
ධවල	dhawala
මන්දිරයේ	mandiraye
නැගෙනහිර	nengenahira
පැත්තේය.	pettheya.
</s>	</s>
මේ	me
මුහුදු	muhudu
පැලෑටි	peleti
සහිත	sahitha
වනාන්තර,	vananthara,
කොරල්පර,	koralpara,
උදම්	udam
තටාක,	thataka,
මඩ	mada
වැලි	veli
සහ	saha
ගල්	gal
සහිත	sahitha
පත්ලවල්	pathlaval
සහ	saha
විවෘත	vivurtha
සාගර	sagara
කලාප	kalapa
ද	da
ඝණ	ghana
ද්‍රව්‍යය	drvyaya
දුර්ලභ	durlabha
ජල	jala
පෘෂ්ඨීය	prushtaya
පමණක්	pamanak
දැකිය	dekiya
හැකි	heki
සීමාවන්	simavan
සහිත	sahitha
පරිසරයන්	parisarayan
ගැන	gena
ද	da
මුහුදු	muhudu
ජීව	jiva
විද්‍යාවේ	vidyawe
දී	di
ඉගැන්වේ.	igenwe.
</s>	</s>
කෙසේ	kese
වුවත්,	vuwath,
රූප	rupa
සටහන	satahana
7 හි	7hi
පෙන්වා	penwa
ඇති	ethi
වෝල්ටීයතා	voltiyatha
ද්විගුණකයක්	dwigunakayak
හට	hata
ගුණනයේ	gunanaye
එක්	ek
පියක්	piyawarak
පමණක්	pamanak
සහ	saha
එක්	ek
හෝරා	hora
සංඥාවක්	sagnawak
පමණක්	pamanak
අවශ්‍ය	awashya
වේ.	we.
</s>	</s>
ක්‍රීඩක	kridaka
පැතිකඩ:	pethikada:
මිතාලි	Mithali
රාජ්	Raj
ඊඑස්පීන්ක්‍රික්ඉන්ෆෝ	ESPNcricInfo
වෙතින්	wethin
</s>	</s>
පාසැල්	pasel
96 කින්	96kin
සමන්විත	samanvitha
වන	vana
හෝමාගම	homagama
අධ්‍යාපන	adhyapana
කලාපයෙහි	kalapayehi
සමස්ත	samastha
රජයේ	rajaye
පාසැල්	pasel
ලැයිස්තුව	leyisthuwa
සඳහා	sandaha
මෙය	meya
බලන්න	balanna
</s>	</s>
තුවාල	thuwala
කළහ.	kalaha.
</s>	</s>
ඒ	e
හැර	hera
වෙනත්	venath
කිසිවක්	kisiwak
නොපැවසූ	nopewasu
බව	bawa
ඔහු	ohu
දැනුම්දෙයි.	denumdeyi.
</s>	</s>
මනහර	manahara
කැටයමින්	ketayamin
විභූෂිතදැවකණුදහයක්	vibhushitha deva kanu dahayak
මත	matha
තනා	thana
ඇති	ethi
මෙම	mema
වාහල්කඩයේ	vahalkadaye
පියස්ස	piyassa
ඇතුළුව	ethuluwa
මුදුන්	mudun
වහල	wahala
කේතු	kethu
ආකාර	akara
හැඩයෙන්	hedayen
යුක්තය.	yukthaya.
</s>	</s>
19	19
වන	vana
20	20
වන	vana
ශත	shatha
වර්ෂවලදී	varshavaladi
ඉංශ්‍රීසි	ingrisi
පොදු	podu
පාසල්	pasal
පසුබිම	pasubima
හරහා	haraha
දියත්	diyath
කෙරුණු	kerunu
පිතෘමුලික	pithrumulika
සමාජයෙන්	samajayen
කාන්තා	kantha
ක්‍රීඩා	krida
බොහෝ	boho
සේ	se
අධෛර්ය	adhairya
කෙරිණි.	kerini.
</s>	</s>
මක්ඛය	makkhaya
හෙවත්	hewath
ගුණ	guna
මකන	makana
ස්වභාවය	swabhawaya
ඇති	ethi
විට	vita
ඉරිසියාව	irisiyawa
ඇති	ethi
වේ.	we.
</s>	</s>
ඔහු	ohu
1991	1991
ජූලි	juli
10	10
දින	dina
රාත්‍රියේ	rathriye
අලිමංකඩ	Alimankada
කඳවුරට	kandawurata
පහරදීමට	pahara dimata
පැමිණි	pemini
පුපුරණ	pupurana
ද්‍රව්‍ය	drvya
පිරවූ	pirawu
LTTE	LTTE
බුල්ඩෝසරයක්	bulldozerayak
වෙත	vetha
බෝම්බ	bomba
දෙකක්	dekak
ගෙන	gena
පැන	pena
විනාශ	vinasha
කලේය.	kaleya.
</s>	</s>
රණසිංහ	Ranasinghe
හා	ha
ගුණසේකර	Gunasekara
බර්තලමෙව්ස්	Bartholomeus
යන	yana
පාදිලි	padili
අයද	ayada
ප්‍රධානව	pradhanawa
සහභාගී	sahabhagi
වූහ.	vuha.
</s>	</s>
තායිලන්තයේ	Thailanthaye
වැසියන්	vesiyan
අතර	athara
රහතන්	rahathan
වහන්සේ	vahanse
නමක්	namak
ලෙස	lesa
ඉහලින්	ihalin
පිළිගැනෙන	piligenena
ලුවාං	Luwang
පෝ	Po
වෑන්	Van
සුචින්නෝ	Suchinno
(1887 - 1985)	(1887-1985)
දීර්ඝ	dirgha
කාලයක්	kalayak
වනගත	vanagatha
වී	vi
ධූතාංග	dhuthanga
සමාදන්වී	samadan vi
බවුන්	bavun
වැඩූ	vedu
හිමි	himi
නමකි.	namaki.
</s>	</s>
එනම්	enam
</s>	</s>
මක්කම	Makkama
විහාරය	viharaya
ළඟට	langata
එන්නේ	enne
මන්නාරම	Mannarama
විහාරයයි.	viharayayi.
</s>	</s>
සුන්‍යෂ්ටිකයන්	sunyashtikayan
තුල,	thula,
ඒවා	ewa
පිහිටන්නේ	pihitanne
න්‍යෂ්ටිය	nyashtiya
සහ	saha
සෛලප්ලාස්මය	saila plasmaya
තුලය.	thulaya.
</s>	</s>
රන්කොත්දිවෙල	Rankothdiwela
වලව්ව	Walawwa
</s>	</s>
බටර්	Butter
නිෂ්පාදනය	nishpadanaya
වැඩි	vedi
කිරිමත්	kirimath
සමග	samaga
තුවක්කු	thuwakku
නිමවුම්	nimavum
අංශයේ	anshaye
සේවකයන්	sevakayin
මෙම	mema
අංශයට	anshayata
මාරුවිය	maruviya
හැකිය.	hekiya.
</s>	</s>
1960	1960
ගණන්	ganan
වන	vana
තුරු,	thuru,
නියුක්ලියෝන	Neucliyona
යනු	yanu
එයින්	eyin
එක	eka
එකක්	ekak
එයට	eyata
කුඩා	kuda
කොටස් වලින්	kotaswalin
සැදී	sedi
නොමැති	nomethi
මූලිකාංශු	mulikanshu
බවට සැලකුණි.	bawata
</s>	</s>
ඒ	e
වගේම	wagema
සතිපට්ඨානය	sathipattahnaya
සම්පුර්ණ	sampurna
කරගන්ට	karaganta
උදව්වෙනව.	udaw wenawa.
</s>	</s>
පළමුවරට	palamu varara
ජීවඉන්ධන	jiva indhana
නිෂ්පාදයේදී	nishpadanayedi
බලශක්ති	balashakthi
අවශ්‍යතාවයෙන්	avashyathavayen
ඉතාමත්	ithamath
සුළු	sulu
කොටසක්	kotasak
පමණක්	pamanak
නිපදවිය	nipadawiya
හැකි	heki
අතරම	atharam
එය	eya
පරිසර	parisara
හිතකාමිද	hithakamida
වේ.	ve.
</s>	</s>
උමා	uma
පද්ම	padma
හා	ha
උමා	uma
ගුරුළුව	guruluwa
</s>	</s>
ඉන්පසු	inpasu
එය	eya
හිමි	himi
වන්නේ	wanne
ඔවුන්ගේ	ovunge
අභිලාෂය	abhilashaya
හා	ha
කැමැත්ත	kemettha
පෙන්වමින්	penwamin
මෙයට	meyata
දායකත්වය	dayakathwaya
සැපයූ	sepayu
ඇමරිකානු	Americanu
ජනතාවටය.	janathawataya.
</s>	</s>
කන්ද	kanda
නගින	nagina
අතර තුර	atharathura
සැදැහැවතුන්	sedehewathun
විවිධ	vividha
ජන	jana
කවි	kavi
ගායන	gayana
කරති.	karathi.
