پاڪستان	Pakistan
مهتاب	Mahtab
محبوب،	Mehboob,
ممتاز	Mumtaz
مهر،	Maher,
مير	Mir
محمد	Muhammad
پيرزادي،	Pirzada,
عنايت	Inayat
-بلوچ-،	-Baloch-,
طارق	Tariq
اشرف،	Ashraf,
-امداد	-Imdad
حسيني-،	Hussaini-,
قمر	Qamar
شهباز	Shahbaz
۽	aen
ٻين	biyan
جا	ja
-امر	-Amar
جليل-	Jaleel-
جي	je
فن	fan
۽	aen
شخصيت	shakhsiyat
تي	te
مضمون	mazmoon
۽	aen
تاثر	taasur
ڇپيل	chhapiyal
آهن.	aahin.
</s>	</s>
شاهه	Shah
جي	je
رسالي	risaaley
جا	ja
هيٺيان	hethhiyan
سر	sur
آهن.	aahin.
</s>	</s>
ڄڻ	Jan
چئن	4
سٽن	sitan
کي	khe
اَٺ	8
سٽون	sitoon
ڪري	kre
رکيو	rakhiyo
ويو	wayo
آهي.	aahe.
</s>	</s>
ـــــــــــ	-
لاڙڪاڻو:	laadrkaanro:
ماڊرن	madrn
بوڪ	bok
اسٽور.	asttor.
</s>	</s>
ٻڌ	Buddh
ڌرم	dharam
وارن	waaran
جو	jo
ھتي	hittey
ڪافي	kaafi
زور	zor
ھو.	ho.
</s>	</s>
هڪ	Hik
ٻئي	biye
ماهر	maahir
چيو	chayo
ته،	ta,
”تخليقات	"Takhleeqaat
جا	ja
حامي	haami
هاڻي	haane
اسڪولن	schoolan
۾	me
ارتقا	irtiqa
سان	saan
گڏ	gad
تخليق	takhleek
جي	je
موضوع	mozoo
تي	te
بحث	behes
ڪرڻ	karan
لاءِ	lae
اُستادن	ustaadan
کي	khe
مجبور	majboor
ڪري	kre
نه	na
سگهندا.“	saghanda."
</s>	</s>
هڪ	Hik
قسم	qism
جي	jee
ٻاراڻي	baraani
راند،	raand,
جنهن	jinh
۾	me
آڳ	agh
ڏيندڙ	deendar
-ٻار-	-baar-
جي	jee
اکين	akhiyan
تي	te
-پٽي-	-patti-
-ٻڌي-،	-badhi-,
چئبو	chaebo
ته	ta
هاڻي	haane
ٻارن	baaran
کي	khe
هٿ	hath
سان	saan
ڇُهِي	chhuhi
کاپاءِ!	khaapae!
</s>	</s>
ڇوڙ	Chhor
وارو	waaro
هيءُ	hee
ٽڪنڊو	tikundo
تمام	tamam
ننڍڙو	nandhhro
هو،	ho,
جنهن	jinh
جو	jo
تري	tarey
وارو	waaro
پاسو	paaso
پندرهن	15
يا	ya
سورهن	16
ميل	meel
۽	aen
ڊگهائي	drighaee
ٽيهه	30
ميل	meel
کن	khan
هئي.	huee.
</s>	</s>
جتي	Jitte
والٽئر	Voltaire
برطانيه	Britainia
جي	jee
پارليامينٽري	parliamentary
۽	aen
عدالتي	adaalti
نظام	nizam
کان	khaan
متاثر	mutasir
ٿيو	thiyo
اتي	ute
هن	hun
برطانوي	Britainvi
سرمائيڪاريءَ	sarmaekaari
جا	jaa
جديد	jadeed
گر	gur
به	b
سکيا.	sikhiya.
</s>	</s>
اهي	Uhe
ڏهه	10
ڀاڱا	bhaangaa
هي	hee
آهن.	aahin.
</s>	</s>
گڙدن،	Gurdan,
مثاني،	masaaney,
معدي	maadey
۽	aen
جگر	jigar
کي	khe
طاقت	taqat
ٿو.	tho.
</s>	</s>
ڊسڪيٽ	Diskette
ذريعي	zariye
ڊيٽا	data
کي	khe
هڪ	hik
ڪمپيوٽر	computer
کان	khaan
ٻئي	biye
ڪمپيوٽر	computer
تائين	taen
آسانيءَ	asaani
سان	saan
منتقل	muntaqil
ڪري	kre
سگھجي	saghje
ٿو.	tho.
</s>	</s>
ائين	Ean
پالي	Pali
۽	aen
پراڪرت	Prakrit
ٻوليون	boliyoon
سنڌي	Sindhi
لفظن	lafzan
جي	jee
بنيادن	buniyaadan
ڳولي	goley
لهڻ	lahan
۾	me
وڏي	wadee
واهر	waahir
ڪن	kan
ٿيون.	thiyoon.
</s>	</s>
پاڪستانی	Pakistani
ایٽم	atom
بم	bom
جو	jo
خالق۔	khaliq-
</s>	</s>
اي	E
۽	aen
بين الاقوامي	baenal aqwaami
تعلقات	taluqaat
۾	me
ايم.	M.
</s>	</s>
هي	Hee
هڪڙو	hikro
ڊگهن	drighan
پنن	panan
وارو	waaro
وڻ	wan
آهي،	aahe,
جنهن	jinh
جا	ja
گل	gul
ڳاڙها	gaarha
۽	aen
پيلا	peela
ٿين	thiyan
ٿا	tha
۽	aen
ڇڳن	chhugan
۾	me
بيهن	beehan
ٿا.	tha.
</s>	</s>
ــــــــ	___________
سچل	Sachal
سرمست	Sarmast
جو	jo
نظريهء	nazariyae
ڪائنات	Kaainat
(مولانا	(Maulana
غلام	Ghulam
محمد	Muhammad
گرامي)	Garami)
.	.
</s>	</s>
زمان	Zaman
ٽائون	Town
هڪ	hik
وڏو	wado
علائقو	elaeqo
آهي	aahe
جنهن	jinh
کي	khe
اوڀر	obhar
کان	khaan
ڪورنگي	Korangi
انڊسٽريل	Industrial
ايريا	Area
ڏکڻ	Dakhin
کان	khaan
ڪلو	Kallo
چوڪ	Chok
۽	aen
اولھہ	Olah
کان	khaan
ڪورنگي	Korangi
نمبر	number
ٽي	3
لڳي	lagey
ٿو.	tho.
</s>	</s>
هن	Hin
جا	ja
پن	pann
سنهڙا	sanhra
ٿيندا	theenda
آهن.	aahin.
</s>	</s>
ڪرائون	Crown
سائيز	size
واري	waare
هن	hin
ڪتاب	kitab
۾	me
72	72
صفحا	safha
آهن	aahin
۽	aen
قيمت	qeemat
6	6
آنا	aana
ڄاڻايل	jaanayal
آهي.	aahe.
</s>	</s>
هڪڙو	Hikro
تحتاني	tahtaani
يعني	yani
پرائمري	primary
يا	ya
هيٺيون	hethhiyon
درجو،	darjo,
ٻيو	biyo
فوقاني	foqaani
يا	ya
مٿاهون	mathaahon
درجو.	darjo.
</s>	</s>
اسحاق	Ishaq
انصاري	Ansari
جي	jee
پهرين	pehreen
لکڻي	likhni
گل ڦل	gul-ful
۾	me
1973ع	1973eesvi
۾	me
شايع	shaaya
ٿي.	thee .
</s>	</s>
تنهنڪري	Tinh-kre
اهو	iho
ضروي	zroori
نه	na
آحي	aahe
ته	ta
جيڪڏهن	jekadenh
هڪ	hik
وقت	wakt
ڪنهن	kinh
به	b
ملڪ	mulk
جا	ja
واپار	wapaar
جا	ja
نرخ	narkh
سڻاوا	Sanaawa
آهن	aahin
ته	ta
اهي	uhe
هميشه	hmesha
سڻاوا	sanaawa
رهندا؛	rahanda;
پر	pr
اهي	uhe
ڪنهن	kinh
به	b
وقت	waqt
اڻاوا	anaawa
ٿي	thee
سگهن	saghan
ٿا.	thaa.
</s>	</s>
ٻئي	Biye
دمشق	Damishk
۾	me
امير	Ameer
معاويه	Muawiyah
مسيت	maseet
۾	me
نماز	nimaz
لاءِ	lae
نه	na
آيو	aayo
هو،	ho,
تنهنڪري	tinh-kre
اهو	uho
بچي	bachi
ويو.	wayo.
</s>	</s>
ان	Un
۾	me
گاسليٽ،	gaaslet,
ڪوئلو	coilo
۽	aen
ٻي	bee
معدنيات	madniyat
جا	ja
ذخيرا	zakheera
موجود	mojood
آهن.	aahin.
</s>	</s>
هن	Hin
جا	ja
ڪافي	kaafi
قسم	qism
هوندا	hoonda
آهن	aahin
عام	aam
طور	tor
تي	te
سائي	saae
رنگ	rang
جو	jo
هوندو	hoondo
آهي	aahe
۽	aen
هن	hun
جي	jee
گاڙهي	gaarhi
چنهب	chuhumb
هوندي	hoondi
آهي۔	aahe-
</s>	</s>
پارليامينٽ	Parliament
اسلام آباد	Islamabad
۾	me
پارليامينٽ	Parliament
جي	jee
عمارت	imaarat
۾	me
اجلاس	ijlaas
ڪندي	kandee
آهي	aahe
جتي	jitte
ٻنھي	binhi
ايوانن	ewaanan
جا	ja
بحث	behes
لاءِ	laae
وڏا	wadaa
ھال	hall
ٺھيل	thhahiyal
آھن	aahin
جتي	jitey
ايوانن	ewaanan
جون	joon
ڪاروائيون	kaarwaiyoon
ھلنديون	halandiyoon
آھن.	aahin .
</s>	</s>
سنڌ	Sindh
مدرسي	Madarse
۾	me
پڙهڻ	parhan
جي	je
دوران	doran
شمشير	Shamsheer
اُتان	utan
جي	je
ماحول	mahol
کان	khaan
ڪافي	kaafi
متاثر	mutasir
ٿيو	thiyo
۽	aen
پاڪستان	Pakistan
ٺهڻ	thhahan
دوران	doran
جيڪي	jeke
مارا	maara
ماريون	maariyoon
ٿيون،	thiyoon,
تن	tin
کي	khe
اکين	akhiyan
سان	saan
ڏٺائين.	dithhaen.
</s>	</s>
ابو	Iho
ورهاڱي	wirhaange
جي	je
درد	dard
جو	jo
سنڌي	Sindhi
۾	me
پهريون	pehriyoon
۽	aen
فلحال	filhal
آخري	aakhri
ناول	novel
آهي.“	aahe."
</s>	</s>
پوءِ	Po
ھنزه،	Hunza,
نگر،	nagar,
گلگت،	Gilgit,
چلاس،	Chilas,
داسو،	Dasu,
بشام،	Besham,
مانسھره،	Mansehra,
ايبٽ آباد,	Abottabad ,
ھريي پور	Haripur
ھزاره	Hazara
کان	khaan
ٿيندي	theende
حسن	Hassan
ابدال	Abdal
جي	jee
جڳھ	jagah
تي	te
جي	G.
ٽي	T.
روڊ	Road
سان	saan
ملي	miley
ٿي۔	thee .
</s>	</s>
ڪتبي	Kutbey
تي	te
لکيل	likhiyal
تاريخ	tareekh
قبول	qabool
ڪجي	kaje
ته	ta
واقعي	waaqai
قديم	qadeem
دور	dor
سان	saan
واسطو	waasto
رکي	rakhe
ٿي.	thee.
</s>	</s>
1906ع	1906eesvi
۾	me
سنڌ	Sindh
۾	me
واپس	wapas
اچڻ	achan
بعد	bad
1908ع	1908eesvi
۾	me
کيس	khes
پروبيشنري	Probationary
ڊپٽي	Deputy
ڪليڪٽر	Collector
مقرر	muqarrar
ڪيو	kayo
ويو	wayo
؛	;
پر	pr
ڇهن	6
مهينن	maheenan
کان	khaan
پوءِ	po
نوڪري	nokri
ڇڏي	chhade
اچي	achi
ڪراچيءَ	Karachi
۾	me
وڪالت	wakaalat
ڪرڻ	karan
لڳو.	lago.
</s>	</s>
سنڌي	Sindhi
زبان	zaban
جي	jee
پهرين	pehreen
تصنيف.	tasneef.
</s>	</s>
غزوه	Ghazwae
ذي العشيره	Zul Asheerah
</s>	</s>
باب	Baab
السلام	Al-Salam
پرنٽنگ	Printing
پريس	Press
ڪراچي.	Karachi.
</s>	</s>
پاڪستان	Pakistan
جي	jee
حڪومتي	hakoomati
سرپرستي	sarparasti
واري	waari
تاريخ	tareekh
۾	me
جيڪڏهن	jekadenh
سيد	Syed
احمد	Ahmed
شھيد	Shaheed
جي	jee
1831	1831
واري	waari
جھادي تحريڪ	Jihadi-Tehreek
کي	khe
جيڪڏهن	jekadenh
ڏسبو	disbo
ته	ta
مورخ	muarrikh
تحريڪ	tareekh
جي	jee
ناڪامي	nakami
لاءِپٺاڻ	lae pathan
قبيلن	qabeelan
۽	aen
ان	un
جي	jee
</s>	</s>
دلا	Dulla
ڀٽي	Bhatti
</s>	</s>
اها	Uha
صورتحال	sooratehaal
معاهدي	muaahide
۾	me
شامل	shamil
ٿيندڙ	theendar
ڌرين	dhuriyan
مان	maan
ڪنهن	kinh
رياست	riyasat
کي	khe
معاهدي	muaahide
جو	jo
حصو	hisso
ٿيڻ	thiyan
لاءِ	lae
ڪجهه	kujh
وقت	waqt
مهيا	muhiya
ڪري	kre
ڏيندي	deendi
آهي	aahe
ته	ta
جيئن	jiyen
اها	uha
سوچي	sochi
سمجهي	samjhi
فيصلو	feslo
ڪري	kre
سگهي.	saghe.
</s>	</s>
جڏھن	Jadenh
تھ	ta
بورچيخانن	borchikhaanan
۽	aen
غسلخانن	gusalkhaanan
۾	me
انھيءَ	unhi
جي	jee
اوچائي	oochaee
اٽڪل	atkal
٦	6
فوٽن	footan
تائين	taen
رکي	rakhi
ويندي	weendi
آھي.	aahe.
</s>	</s>
سانچو:فيڊريشن	Saancho:Federation
</s>	</s>
نظريو	nazariyo
ڪن	kin
منظم	munazzim
خيالن،	khayalan,
تجربن،	tajarban,
مشاهدن	mushahidan
۽	aen
تجزين	tajziyan
جو	jo
نچوڙ	nichor
هوندو	hoondo
آهي.	aahe.
</s>	</s>
ھن	Hin
جنگ	jang
۾	me
انگريز	angrez
فوج	foj
کي	khe
چار	4
وڪٽوريه	Victoria
ڪراس	cross
مليا	miliya
جيڪي	jeke
اصل	asal
نگر	nagar
جي	jee
ننڍڙي	nandhhri
فوج	foj
جي	jee
بھادري	bahaduri
جو	jo
اعتراف	aetraaf
آھن۔	aahin.
</s>	</s>
هن	Hin
جا	ja
ڪيترا	ketra
ئي	ee
قسم	qism
آهن.	aahin.
</s>	</s>
اهي	Uhe
ٻيئي	baee
ناول	novel
فضل	Fazal
احمد	Ahmad
بچاڻيءَ	Bachani
ترجمو	tarjamo
ڪيا	kaya
آهن	aahin
۽	aen
دارالترجمه	Dar-uttarjuma
ٽنڊوالهيار	Tando-Allahyar
ڇپايا	chhapaya
آهن.	aahin.
</s>	</s>
پاڪستان	Pakistan
سدائين	sadaaen
دنيا	duniya
جي	je
هر	hr
محڪوم	mehkoom
ملڪ،	mulk,
خاص	khaas
ڪري	kre
يورپي	Europee
استحصال	istehsaal
جي	je
شڪار	shikaar
ٿيل	thiyal
ايشيائي	Asia'ee
ملڪن	mulkan
جي	je
حق	haqqe
خود	khud
اختياريءَ	ikhtiyaari
۽	aen
آزاديءَ	azaadi
جي	je
مطالبي	mutaalbe
جي	jee
ڀرپور	bharpoor
حمايت	himaayat
ڪئي	kaee
آهي.	aahe.
</s>	</s>
شاعريءَ	Shairi
۾	me
هڪ	hik
ديوان	deevan
۽	aen
هڪ	hik
مثنوي	masnavi
سندس	sandas
يادگار	yaadgar
آهن.	aahin.
</s>	</s>
هو	Hoo
سماج	samaaj
سڌارڪ،	sudhaarak,
موسيقيءَ	moseeqi
جو	jo
ڄاڻو	jaanoo
۽	aen
مهمان	mehman
نواز	nawaaz
شخص	shakhs
هو.	ho.
</s>	</s>
جست	Jast
هڪ	hik
قسم	qism
جو	jo
ڌاتو	dhaatoo
آهي،	aahe,
جيڪو	jeko
سفيد	safed
رنگ	rang
جو	jo
هوندو	hoondo
آهي	aahe
۽	aen
قلعي	qalaee
کان	khaan
ٿورو	thoro
دير	der
سان	saan
پگھرندو	pighrando
آهي.	aahe.
</s>	</s>
اسلام	Islam
ان	un
کي	khe
سختيءَ	sakhti
سان	saan
روڪيو	rokiyo
آهي.	aahe.
</s>	</s>
ڪلمي	Kalme
جي	je
پهرين	pehriyen
حصي	hisse
۾	me
توحيد	toheed
جو	jo
اقرار	iqrar
آهي	aahe
ٻيئي	biye
جز	juz
۾	me
رسالت	risaalat
جو	jo
ء	aen
ٽيئي	tiyen
جز	juz
۾	me
حضرت	Hazrat
علي	Ali
جي	jee
خلافت،وراثت	Khilafat,wiraasat
ء	aen
الله	Allah
جو	jo
دوست	dost
هجڻ	hujan
جو	jo
اقرار	iqrar
آهي	aahe
بس	bs
جيڪو	jeko
به	b
اهو	uho
عقيدو	aqeedo
رکي	rakhe
ٿو	tho
ان	un
کي	khe
شيعو	Shio
چئبو	chaebo
آهي.	aahe.
</s>	</s>
ڏند	Dand
ڪٿائي	kathaai
قصن	qissan
کي	khe
’ديو	'Dio
مالائي	maalaai
قصا‘	qissa'
به	b
چيو	chayo
ويندو	weendo
آهي.	aahe.
</s>	</s>
1985ع	1985eesvi
کان	khaan
1990ع	1990eesvi
تائين،	taen,
پيوتن	Putin
هڪ	hik
لڪل	likal
سڃاڻپ	sunjanap
سان	saan
مُترجم	mutarjam
طور	tor
ڊريسڊن،	Dresden,
اوڀر	Obhar
جرمنيءَ	Germany
۾	me
خدمتون	khidmatoon
سرانجام	sar'anjaam
ڏنيون.	diniyoon
</s>	</s>
اسطخري	Istakhri
ابو	Abu
اسحاق	Ishaq
ابراهيم	Ibrahim
بن	bin
محمد	Muhammad
فارسي	Farisi
اصطخري،	Istakhri,
بغداد	Baghdad
جو	jo
رهاڪو	rahakoo
هو.	ho.
</s>	</s>
ٿڌي	Thadhi
وسائيجاه	wasaeejaah
ٿرن	Tharan
جي	jee
مٽي	mitti
ميم	meem
ٿان	thaan
</s>	</s>
سماجي	Samaaji
ڪم	kam
</s>	</s>
آخري	Aakhri
ڪجهه	kujh
سال	saal
ڪراچي	Karachi
پرنس	Prince
ڪامپليڪس	Complex
۾	me
رهيو.	rahiyo.
</s>	</s>
هن	Hun
جي	je
لاءِ	lae
زمين	zameen
ڀلي	bhali
۽	awn
پنن	panan
جي	je
ڀاڻ	bhaan
سان	saan
گڏ	gad
پل	pal
بهتر	behtar
آهي.	aahe.
</s>	</s>
هتي	Hitey
هڪ	hik
ڀوت	bhoot
بنگلو	banglo
به	b
موجود	mojood
آهي	aahe
جيڪو	jeko
شوقينن	shoqeenan
جي	jee
توجهه	tawajjah
جو	jo
مرڪز	markaz
بڻيو	baniyo
رهي	rahe
ٿو.	tho.
</s>	</s>
انهيءَ	Inhi
ڪري،	kre,
هاڻي	haane
دودي	Dodo
۽	aen
چنيسر	Chanesar
جو	jo
جڙتو	jarto
قصو	qisso
پڻ	pin
ازخود	az'khud
ڪوڙو	kooro
۽	aen
باطل	baatil
ثابت	sabit
ٿي	thee
وڃي	wanje
ٿو	tho
ته	ta
ڪي	Ke
ٻه	2
سڳا	sagaa
ڀائر	bhaer
دودو	Dodo
۽	aen
چنيسر	Chanesar
پاڻ	paan
۾	me
پنهنجي	panhje
پيءُ	pea(father)
ڀونگر	Bhongar
جي	jee
پڳ	pagh
ٻڌڻ	badhan
۾	me
تڪراري	takraari
هئا.	hua.
</s>	</s>
ھتان	Hitaan
جو	jo
2018	2018
جي	jee
اليڪشن	election
۾	me
صوبائي	soobai
اسيمبليءَ	assembly
جو	jo
ميمبر	member
سيد	Syed
راشد	Rashid
شاه	Shah
چونڊجي	choondji
آيل	aayal
آھي.	aahe.
</s>	</s>
اي	A
پاس	pass
ڪري	kre
فرسٽ	first
ڪلاس	class
سيڪنڊ	2nd
پوزيشن	position
حاصل	haasil
ڪيائين.	kayaen.
</s>	</s>
تمام	Tamam
وڏي	wadi
تجارتي	tijaarti
بحريه	behriya
جنهن	jinh
تي	te
توپون	topoon
لڳائي	lagaae
ڪري	kre
انھن	unhan
کي	khe
جنگي	jangi
بحريه	behriya
۾	me
تبديل	tabdeel
ڪري	kre
سگهجي	saghje
پيو۔	piyo-
</s>	</s>
سندس	Sandas
پهرئين	pehriyon
ڪتاب	kitab
”پشو	"Pishu
پاشا“	Pasha"
افسانن	afsaanan
جو	jo
مجموعو	majmu'o
هئي.	hui.
</s>	</s>
پراڻن	Puraanan
پٽاندڙ	pataandar
هو	ho
پنچالن	panchalan
مان	maan
هٿو،	hatho,
جي	je
يجرويد	Yajurved
واري	waare
زماني	zamaane
۾	me
مڌيه	Madhya
ديش	desh
ڏي	de
ويا	wayaa
هئا.	hua.
</s>	</s>
جي	Je
الله	Allah
ڏنهون	daanh
پُڳِي،	pugi
ته	ta
امر	amar
نه	na
مڃيندو	manjeendo
ڪير	ker
!	!
</s>	</s>
قرآن	Quran
جي	jee
سورت اسراع	Surat-e-Isra
آيت	ayat
نمبر	number
هڪ	1
۾	me
الله	Allah
فرمائي	farmae
ٿو.	tho .
</s>	</s>
ادبي	Adabi
طور،	tor,
متروڪ	matrook
لفظ	lafz
مان	maan
مراد	murad
آهي	aahe
ته	ta
اهي	uhe
لفظ	lafz
ڪڏهن	kadenh
لکڻين	likhniyan
۾	me
ڪتب	kam
آندا	aanda
ويندا	weenda
هئا،	hua,
پر	pr
بعد	bad
۾	me
ليکڪن،	lekhakan,
شاعرن،	shairan,
انهن	unhan
جو	jo
استعمال	istemal
ختم	khatam
ڪري	kre
ڇڏيو.	chhadiyo.
</s>	</s>
عثمان	Usman
جو	jo
انتخاب	intikhab
بطور	bataor
خليفو	khaleefo
</s>	</s>
جنهن	Jinh
صورت	soorat
۾	me
گوتم	Gautam
ٻڌ	Buddh
پنهنجو	panhjo
پرچار	pirchaar
پالي	Pali
ٻوليءَ	boli
۾	me
ڪيو	kayo
هو،	ho,
۽	aen
ٻڌ	Buddh
ڌرم	dharam
وارن	waaran
جا	ja
ڌرمي	dharmi
پستڪ	pastuk
ان	un
۾	me
لکيل	likhiyal
آهن،	aahin,
تنهن	tinh
صورت	soorat
۾	Me
پالي	Pali
ٻولي	boli
ٻڌ	Buddh
ڌرم	dharam
وارن	waaran
جي	jee
پوتر	pawitr
ڀاشا	bhaasha
يا	ya
پاڪ	pak
ٻولي	boli
ٿي	thi
۽	aen
ان	un
جو	jo
مرتبو	martabo
ٻين	biyan
پراڪرت	Prakrit
ٻولين	boliyan
کان	khaan
مٿي	mathey
ليکجڻ	lekhjan
۾	me
آيو.	aayo.
</s>	</s>
ـــــــــــــ	___________
ڪراچي:	Karachi:
ايجوڪيشنل	Educational
پبليشنگ	Publishing
ڪمپني.	Company.
</s>	</s>
جن	Jin
جاين	jaayan
تي	te
قلندر	Qalandar
سائينءَ	Sain
چـِلا	chilla
ڪڍيا	kadhhiya
آهن،	aahin,
اُتي	ute
تاريخي	tareekhi
يادگار	yadgar
اڄ	aj
به	b
قائم	qaem
آهن؛	aahin;
اُنهن	unhan
مان	maan
لعل	Lal
باغ،	Bagh,
يڪ	Yak
ٿنڀي،	Thambhi,
چوٿنڀي،	Cho-Thambhi,
لعل	Lal
جو	jo
لئو	Lao
۽	aen
قلندر	Qalandar
جي	jee
ڪشتي	kashti
(منگهو	(Mangho
پير،	Pir,
ڪراچي)	Karachi)
وغيره	wagera
قابلِ	qaabile
ذڪر	zikr
آهن.	aahin.
</s>	</s>
ان	In
حالت	haalat
۾	me
اهوئي	iho-ee
مناسب	munasib
هوندو	hoondo
آهي	aahe
ته	ta
ان	un
شيءِ	shae
جي	je
مختلف	mukhtalif
پهلوئن	pehlooan
جي	jee
آڌار	aadhaar
تي	te
ان	un
جي	jee
وضاحت	wazaahat
ڪئي	kaee
وڃي.	wanje.
</s>	</s>
پر	Pr
پڇاڙيءَ	pichhaari
تائين	taen
هن	hun
جي	je
مستقبل	mustaqbil
کي	khe
سڌارڻ	sudharan
۾	me
هنن	hunan
پاڻ	paan
سندس	sandas
ڪا	ka
خاص	khaas
مدد	madad
ڪانه	kaan
ڪئي.	kaee.
</s>	</s>
سلطان	Sultan
محمود	Mehmood
خان	Khan
اڳي	aghey
ئي	ee
بغاوت	bagawat
بند	band
ڪري	kre
وٽس	watas
آيو.	aayo.
</s>	</s>
هن	Hin
چڙيا	chiriya
گهر	ghr
۾	me
جانورن	janwaran
۽	aen
پکين	pakhi
جي	je
تمام	tamam
وڏي	wadi
تعداد	tadaad
۾	me
موجود	mojood
آهن	aahin
جيڪي	jeke
تفريح	tafreeh
جي	je
لاء	lae
آيلن	aayalan
جي	je
لاء	lae
توجه	tawajjah
جو	jo
مرڪز	markaz
آهن.	aahin.
</s>	</s>
ڀرڳڙي	Bhurgari
</s>	</s>
مسلم	Muslim
مجاهد	Mujahid
ڪالونيڪراچي	Colony Karachi
سنڌ	Sindh
بلديا	Baladiya
ٽائون	Town
جو	jo
هڪ	hik
علاقو	elaeqo
آهي	aahe
هتي	hitey
سنڌي،اردو،پنجابي،بلوچي	Sindhi,Urdu,Punjabi,Balochi
ڳالهائڻ	galhaen
وارا	waara
ماڻهو	maanhu
آباد	aabad
آهن.	aahin.
</s>	</s>
هاڻي	Haane
هندي	Hindi
سال	saal
۾	me
”اَڌڪ“	"Adhik"
مهينو	maheeno
ڳنڍيو	gandhhiyo
نه	na
ويندو	weendo
آهي.	aahe.
</s>	</s>
ٻول	Bol
نه	na
ٻي	bee
ڪنهن	kinh
ڀل،	bhul,
هـتي	hitey
هُتي	hutey
هڪ	hik
ٿئي.	thiye.
</s>	</s>
ڏيپلو	Diplo
</s>	</s>
جڏهن	Jadenh
راءِ	Rai
جو	jo
پويون	poyon
وقت	waqt
ٿيو	thiyo
۽	aen
سڪرات	sakrat
جي	jee
حالت	halat
پهتي،	pohti,
۽	aen
ويڄن	wejan
اٿي	uthi
ٻاهر	bahr
وڃڻ	wanjan
جي	jee
ڪئي،	kaee,
تڏهن	Tadenh
راڻي	Rani
سونهن	Soonh
ديوي	Devi
چيو	chayo
ته:	ta:
گهڙي	Ghari
کن	khan
گهر	ghar
۾	me
اندر	andr
ترسو،	tarso,
۽	aen
پنهنجي	panhje
هڪ	hik
ايجنٽ	agent
کي	khe
حڪم	hukm
ڏنائين	Dinaen
ته:	ta:
سڀني	Sabhni
کي	khe
گهر	ghar
۾	me
پوري	poorey
دروازو	darwazo
بند	band
ڪري	kre
ڇڏ،	chhad,
جئن	jiyen
راراءِ	Rai
ساهسي	Sahasi
جي	jee
موت	maut
جي	jee
خبر	khabar
شهر	Shahar
۾	me
نه	na
پوي،	pavey,
۽	aen
جيڪي	jeke
تنهنجا	tunhja
۽	aen
منهنجا	munhja
تابع	taabe'a
آهن،	aahin,
تن	tin
سڀني	sabhni
کي	khe
محلات	mehlat
۾	me
آڻ.	aan.
</s>	</s>
اهڙيءَ	Ehri
خطرناڪ	khatarnaak
صورتحال	soortehaal
۾	me
آئوٽرام	Outram
نه	na
پئي	pe
چاهيو	chahiyo
ته	ta
ميرن	Miran
سان	saan
ڪنهن	kinh
به	b
قسم	qism
جي	jee
جنگ	jang
واري	waari
صورتحال	sooratehaal
پيدا	peda
ٿئي.	thiye.
</s>	</s>
ان	Un
جو	jo
نئون	naon
سنئون	saon
ترجمو	tarjamo
ڪئپٽن	Captain
جارج	George
سٽئڪ	Stake
ڪيو،	kayo,
جو	jo
ديوناگري	devangiri
اکرن	akhran
۾	me
سن	san
1850ع	1850eesvi
۾	me
ڇپيو.	chhapiyo.
</s>	</s>
روهڙيءَ	Rohri
جو	jo
سوموڙ	somor
۽	aen
سنڌ	Sindh
جو	jo
عظيم	azeem
شاعر	shair
حضرت	Hazrat
قادر	Qadir
بخش	Bakhsh
بيدل	Bedil
هن	hin
بزرگ	buzrig
جو	jo
ئي	ee
مريد	mureed
هو.	ho.
</s>	</s>
ھن	Hin
رسم الخط	rasamul khat
جي	je
سُڌاري	sudhaare
۾	me
گرو	Giro
آريڻ	Aryan
جو	jo
وڏو	wado
ھٿ	hath
ھو.	ho.
</s>	</s>
هن	Hin
جي	jee
راتين	raatiyan
جي	jee
ننڊ	nind
حرام	haram
ٿي	thi
وئي،	waee,
هن	hun
جي	jee
هر	hr
گهڙي	ghari
قانون	qanoon
جي	je
ماهرن،	maahiran,
ڪليسيا	kaleesa
جي	je
وارثن	waarisan
،	,
بادشاهن	badshahan
۽	aen
يورپ	Europe
جي	je
پريس	press
تي	te
ان	un
مطالبي	mutaalbe
۾	me
گذرندي	guzrandi
هئي	Hui
ته	ta
زان	Zaan
ڪيلاس	Kelas
جي	je
مقدمي	muqaddamey
کي	khe
ٻيهر	beehar
هلايو	halaayo
وڃي،	wanje,
عوام	awaam
جو	jo
ان	un
تي	te
وڏو	wado
ردعمل	radde-amal
ٿيو	thiyo
۽	aen
نيٺ	neth
بادشاهه	badshah
مجبور	majboor
ٿي	thee
والٽئر	Voltaire
جو	jo
اهو	uho
مطالبو	mutalbo
منظور	manzoor
ڪيو.	kayo.
</s>	</s>
باغ	Baaghe
فدڪ	Fidak
</s>	</s>
پاڪستان	Pakistan
جي	je
هن	hin
نامور	namuwar
شاعر،	shair,
اديب،	adeeb,
افسانه	afsana
نگار،	nigar,
ماهرِ	maahire
تعليم،	taleem,
صحافي،	sahafi,
براڊ ڪاسٽر	broadcaster
۽	aen
صوفي	sufi
صفت	sifat
ڏاهي،	daahe,
7	7
سيپٽمبر	September
2004ع	2004eesvi
تي	te
وفات	wafaat
ڪئي.	kaee .
</s>	</s>
وي	Way
هاءِ	High
اسڪول،	School,
